mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
16.65,21.38,110.0,904.6,0.1121,0.1457,0.5399950426684607,0.5933930824732263,0.1995,0.0633,0.9432272943091636,0.9017,0.8988807041040848,0.9999999999999998,0.006048,0.01882,0.02741,0.0113,0.01468,0.002801,0.6591960156527926,31.56,0.6304596842472234,1.0,0.1805,0.3578,0.4695,0.2095,0.3613,0.09564,0
17.14,16.4,116.0,912.7,0.1186,0.2276,0.7892780000708188,0.9065907399618212,0.304,0.07413,0.9999999999999999,0.976,0.9999999999999999,0.9999999999999998,0.008029,0.03799,0.03732,0.02397,0.02308,0.007444,0.5094272500889363,21.4,0.5079436226903731,0.7282586979478838,0.1545,0.3949,0.3853,0.255,0.4066,0.1059,0
14.58,21.53,97.41,644.8,0.1054,0.1868,0.5045855316738075,0.568350211926101,0.2252,0.06924,0.1939903683103846,0.9832,0.2588730507988137,0.17945036398901734,0.004452,0.03055,0.02681,0.01352,0.01454,0.003711,0.34471718249733196,33.21,0.35853379152348225,0.4062562433998345,0.1525,0.6269500000000001,0.5539,0.2701,0.41915,0.12301,0
18.61,20.25,122.1,1094.0,0.0944,0.1066,0.527601713820332,0.5002750186041998,0.1697,0.05699,0.9999999999999999,1.849,0.9327465799292068,0.9999999999999998,0.01075,0.02722,0.05081,0.01911,0.02293,0.004217,0.4759871931696904,27.26,0.4456895263708352,0.6951508405400006,0.1338,0.2117,0.3446,0.149,0.2341,0.07421,0
15.3,25.27,102.4,732.4,0.1082,0.1697,0.5959420700400127,0.5662794836121269,0.1926,0.0654,0.4442786407108458,1.012,0.5244427437099397,0.46220307816317796,0.005233,0.03057,0.03576,0.01083,0.01768,0.002967,0.4389896833866951,36.71,0.49250460680312774,0.6186602734252362,0.1641,0.611,0.6335,0.2024,0.4027,0.09876,0
17.57,15.05,115.0,955.1,0.09847,0.1157,0.34966892107219993,0.5146406962823957,0.1739,0.06149,0.6630943498609508,0.8225,0.7458145986798048,0.6838711302551702,0.005627,0.03033,0.03407,0.01354,0.01925,0.003742,0.42974030594094637,19.52,0.42078788784302007,0.594685618060907,0.1255,0.2812,0.2489,0.1456,0.2756,0.07919,0
18.63,25.11,124.8,1088.0,0.1064,0.1887,0.8211465599660067,0.8049956320574628,0.2183,0.06197,0.975649460761039,1.466,0.9216492872859464,0.9999999999999998,0.006248,0.03374,0.05196,0.01158,0.02007,0.00456,0.5414443258626822,34.01,0.5482842771054335,0.8475611496418072,0.1491,0.4257,0.6133,0.1848,0.3444,0.09782,0
11.84,18.7,77.93,440.6,0.1109,0.1516,0.43128784391487546,0.33532856634419395,0.2301,0.07799,0.5032896968052635,1.03,0.5200420931789916,0.4307161389455654,0.005551,0.03414,0.04205,0.01044,0.02273,0.005667,0.3162575595873355,28.12,0.34359280840679324,0.40157547735251314,0.1637,0.5775,0.6956,0.1546,0.41915,0.12301,0
17.02,23.98,112.8,899.3,0.1197,0.1496,0.8558478807407668,0.7784644255346687,0.2248,0.06382,0.6639082954622532,1.398,0.6203003922318951,0.7680042318446308,0.008268,0.03082,0.05042,0.01112,0.02102,0.003854,0.46069014585556733,32.09,0.4267642810896957,0.6614721580043954,0.1634,0.3559,0.5588,0.1847,0.353,0.08482,0
19.27,26.47,127.9,1162.0,0.09401,0.1719,0.5867355971814028,0.4913450027501861,0.1853,0.06261,0.6027267177643626,0.6062,0.5301827226633502,0.7729161943625784,0.005015,0.03318,0.03497,0.009643,0.01543,0.003896,0.5770188545001778,30.9,0.5527665720404402,0.9291891429060708,0.1509,0.6269500000000001,0.6091,0.1785,0.3672,0.1123,0
16.13,17.88,107.0,807.2,0.104,0.1559,0.4794447788676037,0.5016339340602454,0.1998,0.06515,0.3018381604829411,0.6857,0.27284033291877924,0.3555253280939067,0.004185,0.02868,0.02664,0.009067,0.01703,0.003817,0.43685521166844543,27.26,0.4098311668907814,0.6140936724034591,0.1446,0.5804,0.5274,0.1864,0.41915,0.12301,0
16.74,21.59,110.1,869.5,0.0961,0.1336,0.4773202082079246,0.3894263435467694,0.1896,0.05656,0.4748016007596826,0.9197,0.43068975413756816,0.483488249074284,0.005776,0.02499,0.03695,0.01195,0.02789,0.002665,0.42974030594094637,29.02,0.4138154290552319,0.5958272683163512,0.1563,0.3835,0.5409,0.1813,0.41915,0.08633,0
14.25,21.72,93.63,633.0,0.09823,0.1098,0.4670514500194751,0.3622480344258583,0.1885,0.06125,0.236722512378756,1.019,0.3635320003826652,0.22806619814101112,0.005878,0.02995,0.04815,0.01161,0.02028,0.004022,0.28317324795446464,30.36,0.32765575974899147,0.35071495847247197,0.1446,0.4238,0.5186,0.1447,0.3591,0.1014,0
13.03,18.42,82.61,523.8,0.08983,0.03766,0.09071916716830139,0.18914808942957909,0.1467,0.05863,0.09821610255714577,2.342,0.07902037692528457,0.09267235950527722,0.004352,0.004899,0.01343,0.01164,0.02671,0.001777,0.19103521878335117,22.81,0.16958015837442103,0.20589662356936955,0.09701,0.04619,0.04833,0.05013,0.1987,0.06169,1
14.99,25.2,95.54,698.8,0.09387,0.05131,0.08491200736517827,0.18759504319409845,0.1565,0.05504,0.9999999999999999,2.188,0.9999999999999999,0.9999999999999998,0.006883,0.01094,0.01818,0.01917,0.007882,0.001754,0.2511561721807186,25.2,0.22476218935205938,0.293175785598082,0.09387,0.05131,0.02398,0.02899,0.1565,0.05504,0
13.48,20.82,88.4,559.2,0.1016,0.1255,0.37640310187316306,0.3519591031157991,0.172,0.06419,0.13769246422030793,0.5914,0.1507701138429159,0.14758558150079346,0.005367,0.02239,0.03049,0.01262,0.01377,0.003187,0.27036641764496616,26.02,0.2833308431694806,0.31692211091132233,0.161,0.4225,0.503,0.2258,0.2807,0.1071,0
13.44,21.58,86.18,563.0,0.08162,0.06031,0.11012357919337132,0.1314265376775488,0.1784,0.05587,0.17228515227565624,0.8265,0.15593609490098537,0.17290108063175394,0.00328,0.01102,0.0139,0.006881,0.0138,0.001286,0.2845962290999644,30.25,0.259425270182778,0.3440363044781231,0.1094,0.2043,0.2085,0.1112,0.2994,0.07146,0
10.95,21.35,71.9,371.1,0.1227,0.1218,0.369675294784179,0.3668424628724885,0.1895,0.0687,0.16970765787153227,1.428,0.2037692528460729,0.1280636791858737,0.008064,0.01764,0.02595,0.01037,0.01357,0.00304,0.17467093561010316,35.34,0.183325862841775,0.18768730199503386,0.1909,0.2698,0.4023,0.1424,0.2964,0.09606,0
19.07,24.81,128.3,1104.0,0.09081,0.219,0.746078396657342,0.6445788979842756,0.231,0.06343,0.9999999999999999,1.666,0.9999999999999999,0.9999999999999998,0.006548,0.061505,0.08249,0.025318,0.035960000000000006,0.007646,0.5748843827819281,33.17,0.6324518153294487,0.8367154722150869,0.1247,0.6269500000000001,0.7242,0.2493,0.41915,0.1038,0
13.28,20.28,87.32,545.2,0.1041,0.1436,0.34867745476434964,0.39848577992040646,0.1974,0.06782,0.35121752696194797,0.8249,0.3195254950731847,0.3089246580518401,0.005072,0.02147,0.02185,0.00956,0.01719,0.003317,0.3361792956243329,28.0,0.3122167438617461,0.41213574221537236,0.153,0.3724,0.3664,0.1492,0.3739,0.1027,0
13.17,21.81,85.42,531.5,0.09714,0.1047,0.2924471513048404,0.3398582845310124,0.1746,0.06177,0.1116462049786339,0.6123,0.11039892853726202,0.09682863548200207,0.00335,0.01384,0.01452,0.006853,0.01113,0.00172,0.2952685876912131,29.89,0.2743662532994671,0.317093358449639,0.1503,0.3904,0.3728,0.1607,0.3693,0.09618,0
18.65,17.6,123.7,1076.0,0.1099,0.1686,0.6989837470344533,0.652926521499984,0.1907,0.06049,0.7018924235230278,0.6633,0.6765521859753181,0.8156124839416611,0.006294,0.03994,0.05554,0.01695,0.02428,0.003535,0.5297047314123088,21.32,0.49897903282035955,0.7887661614864288,0.1679,0.509,0.7345,0.2378,0.3799,0.09185,0
8.196,16.84,51.71,201.9,0.086,0.05943,0.05623030345950921,0.03828906073057884,0.1769,0.06503,0.06077460489723935,0.9567,0.064479096909978,0.017670470288924156,0.008968,0.01646,0.01588,0.005917,0.02574,0.002582,0.036784062611170454,21.96,0.034115244783106735,0.03253703228016097,0.1297,0.1357,0.0688,0.02564,0.3105,0.07409,1
13.17,18.66,85.98,534.6,0.1158,0.1231,0.4341206047944477,0.4749733070178278,0.2128,0.06777,0.2382147459811436,0.8937,0.21811920022959913,0.2197536461875614,0.006532,0.02336,0.02905,0.01215,0.01743,0.003643,0.2753468516542156,27.95,0.2609193684944469,0.32776778833804265,0.1786,0.4166,0.5006,0.2088,0.39,0.1179,0
12.05,14.63,78.04,449.3,0.1031,0.09092,0.23341949647675364,0.17788850422234448,0.1675,0.06043,0.20633520993013635,0.7294,0.20874390127236198,0.16458852867830423,0.005488,0.01427,0.02322,0.00566,0.01428,0.002422,0.20739950195659906,20.7,0.19657353453857263,0.22684590575677144,0.1494,0.2156,0.305,0.06548,0.2747,0.08301,1
13.49,22.3,86.91,561.0,0.08752,0.07698,0.16823058673559713,0.21897951920276965,0.1809,0.05718,0.16590924506545482,1.353,0.18712331388118242,0.16874480465502908,0.004455,0.01382,0.02095,0.01184,0.01641,0.001956,0.2568480967627179,31.82,0.24199412321330743,0.293175785598082,0.1162,0.1711,0.2282,0.1282,0.2871,0.06917,1
11.76,21.6,74.72,427.9,0.08637,0.04966,0.058673559718140283,0.07215193969003787,0.1495,0.05888,0.3997829478396526,1.21,0.3593226824834975,0.27290359958689137,0.005857,0.009758,0.01168,0.007445,0.02406,0.001769,0.17965136961935257,25.72,0.1622092733701878,0.18911436481433913,0.1085,0.08615,0.05523,0.03715,0.2433,0.06563,1
13.64,16.34,87.21,571.8,0.07685,0.06059,0.0657554619170709,0.1114957776555473,0.1353,0.05953,0.1026928033643085,0.9234,0.1324021811920023,0.09758432202322478,0.004477,0.01177,0.01079,0.007956,0.01325,0.002551,0.23977232301672002,23.19,0.2274515663130634,0.2691440477209807,0.1089,0.1582,0.105,0.08586,0.2346,0.08025,1
11.94,18.24,75.71,437.6,0.08261,0.04751,0.06982755568145603,0.08729414048597407,0.1868,0.0611,0.15709150105134637,0.6329,0.14598679804840714,0.1343610670293962,0.00721,0.00838,0.01311,0.008,0.01996,0.002635,0.183920313055852,21.33,0.1656456994870263,0.19522219368096588,0.1144,0.08906,0.09203,0.06296,0.2785,0.07408,1
18.22,18.7,120.3,1033.0,0.1148,0.1485,0.627456534825254,0.6859287540039475,0.2092,0.0631,0.9797191887675506,1.593,0.7882904429350425,0.9999999999999998,0.003899,0.02961,0.02817,0.009222,0.02674,0.005126,0.45072927783706873,24.13,0.4217839533841326,0.6483431800667865,0.128,0.2297,0.2623,0.1325,0.3021,0.07987,0
15.1,22.02,97.26,712.8,0.09056,0.07081,0.18600616125491304,0.21574400621218498,0.1616,0.05684,0.26995862443193375,0.8339,0.25638572658566916,0.2910400765762362,0.004675,0.0103,0.01603,0.009222,0.01095,0.001629,0.36179295624332986,31.69,0.33512625130733603,0.482233067899649,0.1389,0.2057,0.2712,0.153,0.2675,0.07873,0
11.52,18.75,73.34,409.0,0.09524,0.05473,0.10750327537976699,0.14740997185103702,0.192,0.05907,0.2894933188631893,0.9591,0.27284033291877924,0.20992972115166628,0.008328,0.008722,0.01349,0.00867,0.03218,0.002386,0.17467093561010316,22.47,0.156382289954679,0.1832348659988013,0.1249,0.0872,0.09076,0.06316,0.3306,0.07036,1
19.21,18.57,125.5,1152.0,0.1053,0.1267,0.46846783045926127,0.5820040767463683,0.1917,0.05961,0.8356508173370413,1.193,0.7806371376638285,0.9999999999999998,0.006458,0.02306,0.02945,0.01538,0.01852,0.002608,0.647812166488794,28.14,0.5960954230788387,1.0,0.1624,0.3511,0.3879,0.2091,0.3537,0.08294,0
14.71,21.59,95.55,656.9,0.1137,0.1365,0.4578449771608653,0.5256414404503835,0.2027,0.06758,0.42203079427524914,1.15,0.3784559456615325,0.41925489307035446,0.003659,0.02855,0.02572,0.01272,0.01817,0.004108,0.35361081465670585,30.7,0.32516559589621,0.4568313497160145,0.1368,0.429,0.3587,0.1834,0.3698,0.1094,0
13.05,19.31,82.61,527.2,0.0806,0.03789,0.0024503381608299984,0.026964765263532538,0.1819,0.05501,0.39679848063487755,1.214,0.35166937721228353,0.32945414242172344,0.007491,0.008593,0.000692,0.004167,0.0219,0.00299,0.224119530416222,22.25,0.1983664525125753,0.2505351485572395,0.1021,0.06191,0.001845,0.01111,0.2439,0.06289,1
8.618,11.79,54.34,224.5,0.09752,0.05272,0.07297900215998016,0.050467531627139496,0.1683,0.07187,0.06023197449637116,0.5796,0.05529513058452118,0.01914405904430841,0.01011,0.01055,0.01981,0.005742,0.0209,0.002788,0.056101031661330514,15.4,0.04726330992579314,0.05120301395667437,0.1733,0.1239,0.1168,0.04419,0.322,0.09026,1
10.17,14.88,64.55,311.9,0.1134,0.08061,0.03838390991820403,0.08347623515708417,0.2743,0.0696,0.5484636776775419,1.441,0.4888548741987945,0.3503614700622182,0.007514,0.01099,0.007665,0.008193,0.035960000000000006,0.005953,0.10992529348986124,17.45,0.09686737387320088,0.10468932842423725,0.1275,0.09866,0.02168,0.02579,0.3557,0.0802,1
8.598,20.98,54.66,221.8,0.1243,0.08963,0.10622853298395947,0.05991522955964669,0.1828,0.06757,0.3346672997354677,2.067,0.33215344877068775,0.14594826066147762,0.01193,0.03162,0.03,0.009259,0.03357,0.003048,0.05816435432230521,27.04,0.058020817769809274,0.05063218882895226,0.1639,0.1698,0.09001,0.02778,0.2972,0.07712,1
14.25,22.15,96.42,645.7,0.1049,0.2008,0.7559930597358449,0.5599378781505808,0.1949,0.07292,0.8032286508851658,1.268,0.8831914282980963,0.6798408020353158,0.009407,0.061505,0.06899,0.01848,0.017,0.006113,0.3464959089292068,29.51,0.3420987100951242,0.4419898963952393,0.164,0.6247,0.6922,0.1785,0.2844,0.1132,0
9.173,13.86,59.2,260.9,0.07721,0.08751,0.21203215183598312,0.14106836638949108,0.2341,0.06963,0.40466662144746657,2.265,0.3541567014254281,0.21055945993601852,0.008738,0.03938,0.04312,0.0156,0.035960000000000006,0.005822,0.07399501956599075,19.23,0.07560137457044674,0.0712960584524931,0.09836,0.1678,0.1397,0.05087,0.3282,0.0849,1
12.68,23.84,82.69,499.0,0.1122,0.1262,0.3994192840196876,0.44475361568576705,0.1905,0.0659,0.4259648646815437,1.178,0.4151918109633598,0.37353585732638106,0.007781,0.02648,0.02973,0.0129,0.01635,0.003601,0.32586268231945925,33.47,0.30574231784451417,0.40134714730142423,0.1851,0.4061,0.4024,0.1716,0.3383,0.1031,0
14.78,23.94,97.4,668.3,0.1172,0.1479,0.44863850430225555,0.5842689358397775,0.1953,0.06654,0.33398901173438245,1.281,0.3239261456041328,0.3581702309881861,0.006703,0.0231,0.02315,0.01184,0.019,0.003224,0.3336890786197082,33.39,0.31968723542009064,0.4223535120015984,0.1648,0.3416,0.3024,0.1614,0.3321,0.08911,0
9.465,21.01,60.11,269.4,0.1044,0.07773,0.07690945788038665,0.0973242307567865,0.1717,0.06899,0.16767279386827647,2.011,0.17277336649765612,0.09317615053275902,0.01052,0.01755,0.01714,0.009333,0.02279,0.004237,0.08822483102098899,31.56,0.0827730464664575,0.0830550560835688,0.1548,0.1664,0.09412,0.06517,0.2878,0.09211,1
11.31,19.04,71.8,394.1,0.08139,0.04701,0.13133387627916857,0.14430387938007574,0.1516,0.05667,0.2186800515498881,0.9429,0.205491246532096,0.1429255144965868,0.009282,0.009216,0.02063,0.008965,0.02183,0.002146,0.15652792600498044,23.84,0.13740724139648391,0.16068727345377742,0.129,0.09148,0.1444,0.06961,0.24,0.06641,1
9.029,17.33,58.79,250.5,0.1066,0.1413,1.0,0.28310738667615754,0.2111,0.07874999999999999,0.29288475886861565,1.194,0.21582320864823495,0.13688002216680523,0.009549,0.061505,0.08249,0.025318,0.035960000000000006,0.008023,0.08466737815723946,22.65,0.07515314507694609,0.07963010531723608,0.1482,0.4365,0.7855000000000001,0.175,0.41915,0.1175,1
12.78,16.49,81.37,502.5,0.09831,0.05234,0.12935094366346797,0.1853301841006892,0.159,0.05653,0.16997897307196638,0.8732,0.13661149909116999,0.1451925741202549,0.007962,0.005612,0.01585,0.008662,0.02254,0.001906,0.19672714336535047,19.76,0.1756063548981523,0.21103404971886863,0.1296,0.07061,0.1039,0.05882,0.2383,0.0641,1
18.94,21.31,123.6,1130.0,0.09009,0.1029,0.3824227187422541,0.5145112757627722,0.1582,0.05461,0.9188089262700941,0.7975,0.9048120156892757,0.9999999999999998,0.004444,0.01652,0.02269,0.0137,0.01386,0.001698,0.6022767698327997,26.58,0.5751780467154739,0.9594428746753432,0.1193,0.2336,0.2687,0.1789,0.2551,0.06589,0
8.888,14.64,58.79,244.0,0.09783,0.1531,0.3047342516199851,0.18584786617918272,0.1902,0.07874999999999999,0.5625720681001153,0.8522,0.46130297522242414,0.234741429255145,0.012611500000000001,0.061505,0.05671,0.01766,0.02541,0.008023,0.0641408751334045,15.67,0.060510981622590776,0.05662585267003453,0.1207,0.2436,0.1434,0.04786,0.2254,0.1084,1
17.2,24.52,114.2,929.4,0.1071,0.183,0.5991289260295314,0.5140583039440904,0.1927,0.06487,0.6500712202401139,1.041,0.5640485984884721,0.7892894027557369,0.00582,0.05616,0.04252,0.01127,0.01527,0.006299,0.5474919957310566,33.82,0.5039593605259225,0.8538402260467506,0.1585,0.6269500000000001,0.6566,0.1899,0.3313,0.12301,0
13.8,15.79,90.43,584.1,0.1007,0.128,0.27580468113735346,0.3280163069854726,0.1662,0.06566,0.22681950756291122,0.6205,0.22959915813642012,0.2084183480692209,0.004717,0.02065,0.01759,0.009206,0.0122,0.00313,0.3073639274279616,20.86,0.2982718262861696,0.35802152010731514,0.1411,0.3542,0.2779,0.1383,0.2589,0.103,0
12.31,16.52,79.19,470.9,0.09172,0.06829,0.11940087107397045,0.14702171029216685,0.172,0.05914,0.1885640643017025,1.025,0.18807997704008417,0.16219552129776568,0.004854,0.01819,0.01826,0.007965,0.01386,0.002304,0.21985058697972248,23.21,0.19572687882862688,0.24311442189685195,0.1176,0.1843,0.1703,0.0866,0.2618,0.07609,1
16.07,19.65,104.1,817.7,0.09168,0.08424,0.3459155129067667,0.42954670463001915,0.1798,0.05391,0.8626466797802345,1.016,0.8173730029656557,0.9124663089750372,0.01082,0.02203,0.035,0.01809,0.0155,0.001948,0.4212024190679473,24.56,0.39040788883908567,0.5924023175500186,0.15,0.2045,0.2829,0.152,0.265,0.06387,0
